account_id,account_age_days,followers_count,following_count,post_count,profile_completeness,verified,posts_per_day,average_post_interval,posting_interval_std,reply_ratio,repost_ratio,original_post_ratio,activity_burst_score,average_likes,average_replies,average_reposts,average_quotes,engagement_rate,engagement_variance,duplicate_content_ratio,average_text_length,hashtag_frequency,mention_frequency,url_frequency,repeated_hashtag_ratio,label,followers_following_ratio
10,1603,1995,215,14653,0.9621031342559017,0,3.9940135092487608,38.050704852126884,12.390199691585597,0.24864539515366682,0.14635087470815106,0.6702697032969924,1.2302923567904023,258.0012510523028,46.71051681620502,80.01375827520759,9.107898104958815,0.020843364019462116,1.1873392476298024,0.04716550559370749,116.71279650396251,0.1497991484470115,0.31127941866959885,0.24517566627413945,0.09224988963025033,0,9.279069767441861
195,2602,798,892,37834,0.8878660964894246,0,3.7526643644381767,17.302662971465725,9.856665504611062,0.1858469538527248,0.10407227140172404,0.3992405178631876,2.956441337053117,199.14780774960235,29.521436425086954,27.4212889124147,15.177362688358993,0.0585274414714583,0.46788523861137543,0.0023530598938473705,150.26293711685403,0.19067755956361865,1.0958418059328714,0.37960458311017836,0.0914886150121504,0,0.8946188340807175
407,10,57,4205,9914,0.20754261439254643,0,33.84120643799204,0.8062978563427345,0.1062618285729621,0.5461405421506897,0.7112579342063581,0.09557541542454613,11.977970330625238,3.1013940855042144,1.8581527205136474,0.5702663503614174,0.8897353347830567,0.0005319420270703867,0.06704155146589566,0.8569300773885566,40.255895284372954,3.408407320509399,3.7766329775866705,1.0634731032395013,0.5606849778704353,1,0.013555291319857313
85,566,1250,1996,20456,0.72283925784709,0,4.122450498563464,20.888910853979098,19.274169949264984,0.4083918039262706,0.09538764237848238,0.48252097920968706,1.109130816565398,63.97463263804384,19.47232219705524,10.431308735188216,14.652253984807974,0.077027565846693,1.1700123380625143,0.036926951973795384,152.20693473414144,0.20970029087232306,0.8011938621846924,0.49193482038603387,0.05522222801738466,0,0.62625250501002
372,1180,4880,1327,9874,0.7124718577151176,0,0.9344051158794837,23.087966461367298,17.079765430881835,0.48115131225048,0.33200008398387626,0.7285547054106158,1.293390228030363,476.79445662509823,48.770309367701515,70.85835457678252,3.8076357259406945,0.05365656182284259,1.9232250804575446,0.019518822302347694,105.89636530311951,0.18785688448163407,0.8533118887386302,0.2682465280598748,0.05829984797183157,0,3.677467972871138
389,666,4958,997,27845,0.9020297299974752,0,1.5777957645929215,34.911782067531504,13.41142187637309,0.5645697600077314,0.2893532581423702,0.331946553115422,2.623892469275767,461.6888597615091,42.346830319257,63.00186806188274,17.879461149250094,0.050482359163398584,1.3608869694578694,0.00637040358477145,179.05585099595658,0.23739234808670537,0.9855373707830029,0.14527255030788455,0.07152368534826331,0,4.972918756268807
496,53,361,4029,145,0.4948368068963779,0,25.65918921336063,2.664252480810009,0.30034327288711393,0.5923322750278224,0.7621024564041851,0.03062268915443969,9.317328238428491,1.0387463650609519,1.1784234469052408,0.17713634765016018,0.41178202748577464,0.004743280788532824,0.010407595641824696,0.8492837925441092,13.579214667468804,3.3610134610387776,3.5216076398475815,1.6830296438471362,0.7180201775659429,1,0.08960039712087367
31,3269,8816,118,37719,0.7268233006936778,0,4.429953121373634,19.921536101026103,20.380564966328276,0.5414969124148865,0.25041253150870785,0.6120404517921811,2.468731352984437,128.15193542589265,6.201857323825894,29.391676050493377,12.536052601296879,0.060638988061246825,0.543056353401071,0.03825532958165655,62.119290501449136,0.5115073776575899,1.4688262047818426,0.4136706720608957,0.0469845434983675,0,74.71186440677967
317,951,639,623,49582,0.9727097561996922,0,1.0681913370402623,16.3641979519834,14.365601476856563,0.23475593114613633,0.20184537299933547,0.16647569265986356,1.441302119243497,358.98688480935954,19.177711917016282,6.728461292151455,19.73138981558653,0.06041043847084136,0.788145045308888,0.028956490201752456,100.48399190950433,0.7169847585063609,1.3698824063610733,0.38132595445253964,0.08055808264412337,0,1.0256821829855538
409,31,179,1808,6696,0.18485261957762247,0,24.57639463981613,0.5738549215287332,0.19072647742517673,0.5423946636256222,0.67094008663811,0.1411191579552984,9.182640809025758,3.6989818596804955,0.26905098457836907,0.022309174623661,0.2016999626310254,0.0030461133138467733,0.039787858747736854,0.7522820902611269,40.059315079657736,2.4247141373136842,3.2735743662163004,1.5639857791639509,0.8589012701047918,1,0.09900442477876106
491,13,64,4487,9367,0.49244149169389717,0,10.924426738711688,1.4341020461667462,0.9748863938910799,0.7345704892208296,0.8556171551573357,0.034357821895553364,5.372538806141961,0.96850146392851,0.36873647603938764,0.7024340392769761,0.5143832465110202,0.002665152807441278,0.027254764789302912,0.4362894533021678,40.299577475696964,1.5890952339933069,1.9250652118969307,1.0775618567606176,0.46596491287690545,1,0.014263427679964342
492,172,478,3210,7643,0.2000044605563738,0,24.92028399514243,1.3322802405785081,0.6558015818886567,0.577444933692438,0.8103136967095184,0.05574274302822979,5.263473321939176,1.0419183950441269,0.8861518658668976,1.6744799990309187,0.5887594635650095,0.0006894941086516698,0.08749894950244215,0.5337756104148063,23.836965581198825,2.8102580137423305,3.6534896043815905,1.7547097874989568,0.6477545886653191,1,0.14890965732087227
281,2750,923,1492,48775,0.9157605334816792,0,0.5567338398909156,40.45264917576115,16.542313593441047,0.47112659359954356,0.38882673350775676,0.2525239657387208,1.3972891537948116,174.355637055388,16.506399412846392,35.40645623550941,15.126201939605881,0.09114681065377242,0.27768823483602806,0.04308124750419892,62.580178927891495,0.6477144338565768,0.22344161277279903,0.15233977792558817,0.07657842927157243,0,0.618632707774799
357,2058,504,1742,15523,0.9417010458850159,0,4.3625375455960445,16.151460544119576,2.2674489725025095,0.5988141487010783,0.17163157835981413,0.4789620946352068,1.3656267770784518,424.5360783620945,22.72851603896616,98.138333424128,6.744249808125716,0.05831732318523566,0.10045790890175565,0.04853340138969353,176.73098624522254,0.15268294007204514,0.5248277048353082,0.31020340377628114,0.053480097691916806,0,0.2893226176808266
77,2978,8411,282,42414,0.8225359639212095,0,2.6643780044875567,4.068864628424808,7.021177996861381,0.14057458926811958,0.3157523774214658,0.5616541871559291,2.9650425445120776,422.72030855930984,13.237464782238405,8.14472128911592,13.468394578228652,0.04678296060438406,0.270431746128207,0.013907182022445543,127.61857610459954,0.8771423054165365,1.3740267591641027,0.14663502608376083,0.06010826653932157,0,29.826241134751772
462,118,132,1007,436,0.26940058496355646,0,30.673470709379966,2.940199215553669,0.8266338458132405,0.5629635397521473,0.6161669499393327,0.18089478545625753,13.530135589879254,4.22709600850385,0.43004513871236916,1.3966266478811202,0.6221669241736077,0.004732819214893719,0.09115968865602742,0.7308037260645888,16.29770952026726,1.9674117882589846,1.6464459483567238,1.165468469905218,0.4722378482973027,1,0.13108242303872888
498,77,430,3426,763,0.4126057669287575,0,10.009634980714658,2.1096698188878156,0.5607119091426616,0.5752381345462707,0.5178435571653548,0.11811793154771699,10.128826025095737,4.355935231751589,1.0761590857481085,0.7448013320707123,0.4145208293901811,0.004384594659354236,0.05323306025871027,0.4369985019559863,19.960035302765508,3.3244249787915856,1.4811816250184355,0.7506501316484508,0.8983668851471908,1,0.12551079976649154
212,2363,5688,55,21107,0.793108587677072,1,4.128816277547777,31.429862159015364,22.910101752656505,0.30963583058301103,0.06758505343804375,0.6357543547006286,2.9930526175972383,39.173283771130585,28.326745868087183,81.28509715367578,9.838560480782586,0.09539114479227263,1.919756650534823,0.033497674542960904,164.46043288590033,0.9537886728126915,0.5514982059038532,0.4374539695886061,0.06873899126857146,0,103.41818181818182
102,744,8230,1330,22066,0.9092414385007851,0,3.1920138232868247,30.953232607172044,7.717909543342323,0.45273041514174317,0.25324467959399977,0.7822834172339861,1.8282821364313324,339.4154529158822,45.53249838812625,94.29827840711357,15.801664999428755,0.013377579177862281,0.6781844244596421,0.04811826582272642,145.91517431210147,0.6427124770281294,1.308170551334435,0.16314356848435857,0.01347857849174381,0,6.18796992481203
335,1321,4904,624,40387,0.7975570192674084,0,4.722371683018172,31.490489962733708,23.274776055635215,0.5395928863006239,0.086559081335053,0.542677379525856,2.931277950533601,80.80652754155831,26.043597252147503,90.95644273803012,16.053948106720433,0.04692733496853959,0.6760955681433822,0.01627091403413039,118.2745997900945,0.23434121140232256,0.8114212623183683,0.3634282325646001,0.08765981188350187,0,7.858974358974359
476,65,235,3469,1520,0.48419996447438995,0,36.935659161193406,1.8955793756991524,0.651080159956357,0.722657459723843,0.45406167623854804,0.03883053932370981,13.48752700565235,1.608685149291389,0.5956946967200436,0.17008724261214225,0.694541974037274,0.0010691944474763215,0.039202953480359126,0.8941150735510031,23.980996338568346,2.925741383830422,2.2081971096008983,1.49565010418255,0.6319326107144239,1,0.06774286537907177
337,525,109,1042,16396,0.7392620982155049,0,3.9472914944088617,34.035157733829706,13.10550316269962,0.378668584786504,0.2123935943584106,0.5049447557605311,1.2614346471795146,302.12444799929364,48.38145721629745,81.96770027804591,5.9442822769019195,0.014423355131065935,0.994341299900281,0.04879354313917683,187.87494957482562,0.9425130143861212,1.191638768738547,0.474174369571395,0.026597406465411214,0,0.10460652591170826
441,152,473,1618,4692,0.2725899191478153,0,35.83806124448181,1.7810713784416408,0.8289218082754813,0.8999119466531592,0.7495137070210476,0.11566582054086083,12.2890213579075,2.176946980640067,1.873375853334299,0.8528876114286064,0.5009693018588683,0.0008576134689359349,0.0023085480551770176,0.3133810229391861,48.76417680061067,2.571043675698877,1.5228360355040822,0.7704351959234609,0.5795967011945908,1,0.292336217552534
174,2937,3067,662,1322,0.8259181950778367,0,2.384569935833726,16.726769966796798,9.07673977251007,0.18287408848261036,0.13738413345908057,0.571164491637852,1.630727486532235,274.55488570406436,20.59916789638486,4.876631881314042,1.814417654956617,0.04924634321973814,0.5090111869930851,0.04475425863831573,122.14951954013122,0.30707604267172756,0.36944294063979344,0.44533883714322015,0.08994530845538352,0,4.632930513595166
3,1659,3494,847,35942,0.9396349707320997,0,4.309314524106251,40.488619169937245,3.1518104441243926,0.24373083244862506,0.18059291644783426,0.7569375107499082,2.011863308639117,425.30351987954464,5.163348204583855,41.1144336479987,17.275792459300064,0.011627298298511689,0.43882987361361103,0.024189844829139818,136.64079963832,0.36617755115829653,1.009563659290721,0.3127362202886069,0.031500827518977405,0,4.125147579693034
334,3599,355,1096,2921,0.8970209993623877,0,3.4392325573907736,29.778050691954846,14.021466953712642,0.11683820193723202,0.33034324514117774,0.1932469468956401,2.383311303733083,277.5769273220993,32.766578837641276,1.6912799921607324,0.43963629619245825,0.07022387399813658,1.7008155658684232,0.03437184304704337,191.16001283363389,0.35992897295868065,0.8026121910365984,0.05512535063984876,0.05348727557587553,0,0.3239051094890511
410,21,492,1170,3430,0.45923008916158337,0,24.12019003887345,1.5848381240784344,0.3341902311421783,0.8394270498658472,0.4456224206521277,0.03816189828926142,10.59301872076827,3.5296830885581,0.3455793037649264,0.48465146049264285,0.42974538107566673,0.0013745416874112039,0.09530161760404428,0.5635819633967982,40.89014619599604,4.788350187902221,2.590742579098728,1.7818477534118606,0.4698211651047918,1,0.4205128205128205
71,2618,6899,1902,9077,0.986695449468926,1,0.5144821862192541,35.417436356541685,19.23036509256977,0.2237798851399432,0.21418752386665257,0.38014859309477045,2.871874496497119,32.09268992786801,46.307447765303195,57.73534012196677,19.31673337615167,0.05585579859017818,0.24350146344918505,0.006124070842514862,120.92947561477276,0.7408647930231375,1.1050878669576543,0.38914976205931157,0.0467849183292043,0,3.6272344900105153
210,1048,4591,969,25057,0.7806980213305292,0,0.7802289764684853,47.72932911158672,21.068947799132005,0.20215819169948515,0.22844890334266021,0.3058472235237445,1.8054789694936615,314.58955783246375,10.995735576859982,18.410132336095696,8.070399848804223,0.033870567025240716,0.23662276290124665,0.012814618768460878,46.13784876607595,0.6685973592874799,1.4508416823393402,0.27758403425995,0.04537537602503536,0,4.737874097007224
64,2504,976,1124,32909,0.8778819804525109,0,2.5187478392954414,47.6839409159591,2.029779765740299,0.1996351682334004,0.3483915974360897,0.7760230468738233,2.941880499209237,258.87299744110754,14.97508433134029,10.621382758845622,10.34544339508621,0.03497705244121534,1.7283551538280981,0.025855896542845976,137.5148421386595,0.10211272648070785,0.7144682788015606,0.4501037100773493,0.03258901433936428,0,0.8683274021352313
385,2133,1177,864,7140,0.7089920769618033,0,3.1694970654832293,33.32095819744109,8.079020386248779,0.2946152358458942,0.15615006179724905,0.32104120587464724,2.9047735047974492,192.97001538671614,37.23947768386539,59.54148016201084,16.86289730059491,0.040419890292564105,1.688625369535581,0.044837327495387234,112.90573144849472,0.5932193475062216,1.2516710744978212,0.37380128596944573,0.029634807688058075,0,1.3622685185185186
94,3132,659,399,38856,0.7801084810508263,1,4.04876734102583,45.4359313112327,15.693100114451926,0.23442675719109676,0.35263062265034906,0.17017189460601365,2.176000926859257,120.20053271319816,20.914410292126913,62.60547089808013,19.31219662761768,0.04759377102756784,1.0065086536184595,0.04667965718506258,66.69275279204206,0.4432679289128111,1.4584942537825818,0.282445929675168,0.07339203702877005,0,1.6516290726817042
486,84,113,2711,9163,0.3865746239906228,0,14.009654810703655,2.6441399706045683,0.4445417871671534,0.918176293258614,0.889134742999494,0.14910061707055453,6.665455885938013,3.5009412964702653,1.618946419230869,0.681753079167873,0.15288711564799817,0.001797225130911196,0.03145175722091053,0.4591085250781937,10.783951367899288,2.0155360438442727,2.6410844392733432,1.6954814821384783,0.5674284754994906,1,0.0416820361490225
186,1416,3866,1510,9205,0.9593074749518911,0,1.0134310319957,20.96252380842458,23.851610339305207,0.20977696161490098,0.3722588776199224,0.7840959527965131,1.699875707141428,191.79477251434213,34.89428559259975,58.77984493716848,14.273205662243075,0.05974335010409862,0.7966116301832672,0.030658518037155854,92.2595049196814,0.34424325557162616,0.7851238491681172,0.2763807451844127,0.0018880878576234663,0,2.5602649006622515
34,2923,3050,102,39227,0.983419606687423,0,1.2203223572955784,10.161060292345978,9.421602028920038,0.4505697972087368,0.2541167814969842,0.7203272404905416,2.1047322756344684,388.8751218759047,10.552955303432897,69.29202292247886,9.603670305237756,0.02867603458463911,1.41885014255485,0.03240510636305357,104.58347111895645,0.19419457051710665,0.9641340265862839,0.2016148608845355,0.03293535242499547,0,29.901960784313726
78,1494,930,573,5471,0.8118065551036941,0,3.3904648665735233,32.001660288069914,7.4252799695165415,0.5757453550883936,0.3887165128443467,0.5816318899518902,1.1722642781273607,372.43465458603885,17.820498964157967,43.50145943402234,12.28998920510385,0.052001484024777785,1.9269330734741081,0.01622533245844737,142.47732690275396,0.79527033258629,1.3234997829400243,0.21018577587450643,0.0709804713272372,0,1.6230366492146597
1,3539,1284,147,49038,0.8586811402081636,0,4.171761225358777,44.02358005521007,10.111557759025494,0.34151984877944497,0.28617520575859373,0.18145093961514713,1.124073527257563,360.1451703528965,40.45354547065846,23.875177108602408,19.194914429239386,0.025657965956962327,1.743490454794775,0.02636275749753386,109.94369680720554,0.7281914243480132,1.472057757012497,0.23574124412482705,0.05471276425689006,0,8.73469387755102
12,1847,3963,1033,11289,0.9304820241593554,0,1.298429462613681,43.271024758013226,6.746294941881991,0.39952229357519076,0.27257911438934884,0.3614205615928937,1.829651311042704,233.14467741225803,25.616219178632676,6.803731409166969,0.1492628083443881,0.02409515334033849,0.7587656463482312,0.033854689239182216,186.21032361999107,0.10828080786284151,1.1859247749444641,0.06602546762277867,0.07748834322529488,0,3.8363988383349468
416,132,370,2623,2491,0.5830890124172684,0,41.66560288732252,0.7296258430730025,0.2369330982275649,0.8695067470183309,0.6728042322135753,0.04846212127748955,13.404495816388055,3.8212281042619005,1.307205905070453,0.7892581398120639,0.5062310360908802,0.0010737683291254135,0.05664666059796343,0.7334767862033724,39.65100788153552,2.2549410353786157,2.0951370804283407,1.6347165182606185,0.43568350694469005,1,0.14105985512771635
23,1580,7443,187,44741,0.7053621804200241,0,4.2831636260504,32.69786742000079,6.382736047669169,0.2355481268820329,0.29487384936774264,0.6791115048160722,1.9548323789607074,60.73228093195126,5.184748477973361,70.15652656029422,16.598791864248867,0.05944706488548682,0.2201814769074912,0.0037214209219257836,122.03998396702873,0.9028669159842586,0.9656168293313123,0.1463793137328141,0.051715036228387724,0,39.80213903743316
73,2320,735,1478,9166,0.9428548224174634,0,2.099718546986108,17.61239958596241,12.075906698078573,0.32947025829841015,0.08534233738621638,0.28614991544248314,1.962555902438474,212.2540959472037,24.79608062225368,45.83634794263062,12.960606361104283,0.042348144414773546,0.9125712630659212,0.04397313467559462,156.5784250868443,0.1716293326348382,0.7735985698192318,0.22483901660271893,0.08950667229362141,0,0.4972936400541272
183,3425,6906,1814,42374,0.7093402248653534,0,4.8740239833419166,16.689839264024812,8.355468656001644,0.1288660796125586,0.1729267855720733,0.7948072568414344,2.8448685673122487,82.10776398718423,21.12584563105959,18.82321997690456,4.673808976507273,0.05636730035243924,1.8451909078419304,0.027193896058055878,197.37556795820387,0.19835150083134395,1.321164369183504,0.2801912874056563,0.04540965933775366,0,3.8070562293274532
132,3342,6403,1581,26022,0.8897865679401844,0,2.561840990320517,44.33195037701312,23.586235641610546,0.25490343766123447,0.17649132267351525,0.2570229911974684,2.1477316993541926,279.99703709338183,7.551087065572374,82.63903116005552,19.207335492442606,0.012505694613632767,1.0559537540218076,0.039004201186748244,40.205508084288226,0.7194636985845295,1.0617781280479355,0.18898740465640845,0.011394526944454354,0,4.049968374446553
411,81,156,3260,1840,0.485044515627041,0,35.45490822838362,1.1945822489116358,0.25933896507555765,0.509229913694176,0.739472712140335,0.11056835919695365,6.874112879837769,2.670949459043096,0.7152810991778227,1.3575519670408578,0.4940428669357333,0.0035839885834968535,0.07027828771659748,0.7476492939437358,14.593959673501827,3.411635245698742,3.1122570059270065,1.5287817386022378,0.6758896418628477,1,0.04785276073619632
194,1861,4592,1423,29878,0.9283071972828997,0,4.370628620072457,23.379419413746657,14.696696892843057,0.45107304809091475,0.3162014748593488,0.38783333310864376,1.8193457385850382,93.65199496744987,36.145831917422065,59.63464974967759,14.00695777733139,0.06357491569936491,1.8279429616695992,0.014225597987122208,66.35483951087694,0.5058878523835094,0.43355707573888563,0.058569534173431324,0.04925218540205084,0,3.2269852424455374
56,2728,2591,1268,37930,0.8188726056707976,0,4.811330660537211,7.832081739013946,4.644559040652677,0.4617239089250005,0.39068391670768743,0.4598668097858818,1.9536777554662488,393.60664091798344,18.97311771166715,50.41328419184383,8.93748390400878,0.043857142189266,1.8668513499767632,0.001409567022361108,106.39964133932068,0.21731651174331262,0.4322175397805894,0.38482225305286,0.014471063613651991,0,2.0433753943217665
149,867,4207,175,47563,0.7390258720391896,0,1.7698418361194006,32.0237019680087,6.182368295242008,0.2963653716357081,0.2815835408702162,0.2129571508718682,1.2538888275099453,319.2787962808156,14.85550739594483,71.53223105291356,2.9876327245286416,0.08712551168824494,1.1009526154957856,0.047365344961848105,84.9718216712181,0.1940322850785623,1.443886367805982,0.2644792053397432,0.05705614046246065,0,24.04
19,2756,1509,130,2943,0.7861716974962245,0,3.76690959493383,26.54400621201479,8.9438015627937,0.4380131440262738,0.10940495000192312,0.14907569774887988,2.881007905758805,350.02696217212826,1.5881483363614446,35.967556122306775,11.768624809069046,0.06744019735365503,0.3476041773734527,0.009146146298104235,93.46288358141794,0.10760634645621449,1.1048408290858478,0.4148287093536857,0.013181037349745918,0,11.607692307692307
205,1844,5046,292,30475,0.8290917684698388,1,3.5106005179809876,10.124654859210603,13.131073970168497,0.17142098240716594,0.12155693036249558,0.11134027813762705,1.119234650689318,100.04796194631818,24.547437100977135,12.985701341788102,9.859654209161782,0.027211791616850924,0.721312860142594,0.02761690067277514,160.53006910068115,0.4578714871594778,0.38409475580326913,0.10595539284908484,0.03272211831614539,0,17.28082191780822
79,1865,5277,395,13990,0.7779261351280978,0,0.7918411751733576,6.249956783452432,12.649695533624435,0.5192459169215125,0.203909170277768,0.18427130515236234,2.6287735585375227,88.06822484478417,42.75037237442995,29.265509766740784,17.849381879040234,0.014743881086809511,1.6337971337198758,0.04725612243724435,81.5118673708922,0.2519502459873131,0.8039575937710199,0.17784686715234488,0.09505920130759384,0,13.359493670886076
495,91,149,4759,7353,0.3799415827884919,0,46.693956060269954,1.6915604012715721,0.7327285299767183,0.5718334699637438,0.5292921107763869,0.194595476084061,12.963001859676636,2.0187830523917327,0.19249298228143275,1.9726336845440258,0.608758325129553,0.0002617438340480122,0.07341245436569686,0.8409920320276232,11.617479695123619,4.358266825901688,2.630603135122371,1.0663181344933357,0.47419268910873885,1,0.03130909855011557
263,1024,9005,310,12055,0.9451893309887481,0,4.522953695035417,26.459029516186217,23.270600995584278,0.10418184093842855,0.26794133933242914,0.1629137962153125,2.2513638245227052,101.75171018235794,48.140866448126225,94.57151084410245,10.896493513468634,0.0819173931194759,0.5091826374237561,0.018129160629733854,111.56367490513952,0.6970263498608436,1.0944396746375757,0.14703789322663213,0.0367847181142801,0,29.048387096774192
324,2922,5420,345,28970,0.774169322320953,0,1.522308006605817,13.945275903903987,10.455810847530968,0.5074698642702696,0.28053147422891844,0.7115329701160508,2.520011089924197,129.82557436028733,24.724478576006966,2.812150627792376,10.238772613638556,0.01700910901821617,1.138568385360975,0.006048033111924617,93.47445396161834,0.6742834532168072,1.3193818174236354,0.24332123455184607,0.007555449376276957,0,15.710144927536232
484,82,186,2454,9038,0.23227314311302086,0,38.75627778419161,2.54684497613663,0.8623108318501752,0.8998892012133297,0.7385953618363277,0.10907257042672834,6.377283015171411,1.2701057454778137,0.3860299708113972,0.261396507496626,0.3607884010787267,0.002401334628328137,0.033230991073995964,0.6729777468259281,61.149481905402034,3.4483172728154368,3.3608704314371245,0.9414826163468539,0.864004370887277,1,0.07579462102689487
80,1067,9661,1119,46219,0.9170260341065755,0,3.1099270434265907,15.33471769468376,18.44377694512727,0.5025451592478314,0.14742896858192983,0.7569708484311913,1.560669505102825,64.57997022394309,28.401688456654448,54.54279502117131,1.5725342197951608,0.013380960658958253,0.9733022332772744,0.014133368027057953,53.543800573540636,0.8396213133287803,1.1676786655951878,0.12924017957473427,0.024461627405226605,0,8.63360142984808
40,3370,4595,1825,40464,0.9828195322405378,0,0.9463014481424716,30.874323127333803,13.680628925066063,0.3251271230714452,0.07959788233403325,0.6266785176126516,2.0805577863748423,187.72241593555623,2.7865914904553044,15.636214164487505,14.373985319455919,0.022850707300109623,1.6012496100796059,0.004546772495652058,57.496944497516616,0.235445948265327,1.460271188378642,0.24260870859783973,0.043297304983970636,0,2.5178082191780824
452,20,285,3984,7737,0.17344828443888963,0,30.863980519644866,1.92672415394212,0.13397258527069006,0.7772498601870745,0.7400548492166387,0.17755070188279728,10.252504648304882,4.791255861162516,0.09593511715895175,0.8157200511818268,0.3395289191306933,0.002618361999994926,0.008897553586933837,0.49485036538032123,31.18355995573221,2.715417445226554,1.2435633611512935,0.8805452449937161,0.8993057135187271,1,0.07153614457831325
47,1893,4246,144,11553,0.7559314786432764,0,1.3461113057693725,5.61573995003613,8.861004874171432,0.1509465504364684,0.36013270235962286,0.6830508009019597,1.3028910438707146,256.34012990334156,13.858010447975795,88.90006108146659,6.708136269926939,0.017493189224556893,0.7755066145888144,0.0021830464356504264,176.05083330521583,0.5414089676678062,1.0377501205187616,0.31526186139196105,0.008624917130396493,0,29.48611111111111
